Province,Day,Min Price,Max Price,Avg Price,Avg Selling Price
Jawa Timur,2023-04-11,5550.0000000000000000,5800.0000000000000000,5685.0000000000000000,5724.818109462053
Jawa Timur,2023-04-12,5550.0000000000000000,5800.0000000000000000,5672.5000000000000000,5722.303973092285
Jawa Timur,2023-04-13,5550.0000000000000000,5550.0000000000000000,5550.0000000000000000,5550.0
Jawa Timur,2023-04-14,5600.0000000000000000,5600.0000000000000000,5600.0000000000000000,5600.0
Jawa Timur,2023-04-15,5600.0000000000000000,5600.0000000000000000,5600.0000000000000000,5600.0
Jawa Timur,2023-04-17,5775.0000000000000000,5775.0000000000000000,5775.0000000000000000,5775.0
Jawa Timur,2023-04-18,5850.0000000000000000,5850.0000000000000000,5850.0000000000000000,5850.0
Jawa Timur,2023-04-28,5600.0000000000000000,5600.0000000000000000,5600.0000000000000000,5600.0
Jawa Timur,2023-04-29,5650.0000000000000000,5800.0000000000000000,5700.0000000000000000,5655.58389470815
Jawa Timur,2023-05-02,5600.0000000000000000,5800.0000000000000000,5758.3333333333333333,5756.551466517247
Jawa Timur,2023-05-03,5500.0000000000000000,5500.0000000000000000,5500.0000000000000000,5500.0
Jawa Timur,2023-05-04,5600.0000000000000000,5750.0000000000000000,5650.0000000000000000,5652.225519287834
Jawa Timur,2023-05-05,5750.0000000000000000,5750.0000000000000000,5750.0000000000000000,5750.0
Jawa Timur,2023-05-06,5600.0000000000000000,5750.0000000000000000,5650.0000000000000000,5651.216730038022
Jawa Timur,2023-05-08,5350.0000000000000000,5750.0000000000000000,5492.8571428571428571,5526.734331888057
Jawa Timur,2023-05-09,5400.0000000000000000,5900.0000000000000000,5658.8235294117647059,5665.694949175751
Jawa Timur,2023-05-10,5450.0000000000000000,5900.0000000000000000,5685.7142857142857143,5688.234281260761
Jawa Timur,2023-05-11,5500,5900.0000000000000000,5730.7692307692307692,5763.777457308172
Jawa Timur,2023-05-12,5500.0000000000000000,5900.0000000000000000,5642.1052631578947368,5646.9793283411345
Jawa Timur,2023-05-13,5450.0000000000000000,5900.0000000000000000,5704.6875000000000000,5713.310694518599
Jawa Timur,2023-05-14,5600.0000000000000000,5600.0000000000000000,5600.0000000000000000,5600.0
Jawa Timur,2023-05-15,5450.0000000000000000,5900.0000000000000000,5600.0000000000000000,5636.0950487706905
Jawa Timur,2023-05-16,4200.0000000000000000,5900.0000000000000000,5591.6666666666666667,5618.282425583119
Jawa Timur,2023-05-17,4200.0000000000000000,5900.0000000000000000,5396.6666666666666667,5431.5031321964025
Jawa Timur,2023-05-18,5550.0000000000000000,5550.0000000000000000,5550.0000000000000000,5550.0
Jawa Timur,2023-05-19,5450.0000000000000000,5800.0000000000000000,5551.7241379310344828,5562.160219843142
Jawa Timur,2023-05-20,4300.0000000000000000,5800.0000000000000000,5492.3076923076923077,5524.74288026976
Jawa Timur,2023-05-22,5400.0000000000000000,5800.0000000000000000,5500.0000000000000000,5495.661849710983
Jawa Timur,2023-05-23,4425.0000000000000000,5800.0000000000000000,5466.9354838709677419,5477.686773302499
Jawa Timur,2023-05-24,5300.0000000000000000,5900.0000000000000000,5512.5000000000000000,5551.166672714737
